graph,n_vars,p_conf,sim,n_confounders,query_y,query_x,n_R_theta,n_R_theta_star,n_experiments,n_useless,n_useful,fraction_pruned,id_pruned,blocked_pruned
asia.bif,8,0.35,37,8,bronc,smoke,2,8,56,41,15,0.7321428571428571,41,0
asia.bif,8,0.35,38,12,tub,asia,5,12,56,39,17,0.6964285714285714,39,0
asia.bif,8,0.35,39,9,tub,asia,3,9,56,39,17,0.6964285714285714,39,0
asia.bif,8,0.35,40,9,xray,either,2,9,56,42,14,0.75,42,0
asia.bif,8,0.35,41,15,lung,smoke,4,15,56,44,12,0.7857142857142857,44,0
asia.bif,8,0.35,42,8,xray,either,0,0,56,56,0,1.0,40,16
asia.bif,8,0.35,43,11,lung,smoke,3,11,56,39,17,0.6964285714285714,39,0
asia.bif,8,0.35,44,13,either,tub,9,13,56,38,18,0.6785714285714286,38,0
asia.bif,8,0.35,45,8,tub,asia,2,8,56,47,9,0.8392857142857143,47,0
asia.bif,8,0.35,46,12,lung,smoke,4,12,56,40,16,0.7142857142857143,40,0
asia.bif,8,0.35,47,10,tub,asia,1,10,56,46,10,0.8214285714285714,46,0
asia.bif,8,0.35,48,12,either,lung,8,12,56,40,16,0.7142857142857143,40,0
asia.bif,8,0.35,49,15,lung,smoke,4,15,56,40,16,0.7142857142857143,40,0
asia.bif,8,0.35,50,7,xray,either,1,6,56,48,8,0.8571428571428571,48,0
asia.bif,8,0.35,51,8,xray,either,0,0,56,56,0,1.0,49,7
asia.bif,8,0.35,52,10,tub,asia,3,10,56,47,9,0.8392857142857143,47,0
asia.bif,8,0.35,53,15,lung,smoke,3,15,56,40,16,0.7142857142857143,40,0
asia.bif,8,0.35,54,11,dysp,bronc,10,11,56,48,8,0.8571428571428571,48,0
asia.bif,8,0.35,55,13,lung,smoke,4,13,56,39,17,0.6964285714285714,39,0
asia.bif,8,0.35,56,8,dysp,either,5,8,56,45,11,0.8035714285714286,45,0
asia.bif,8,0.35,57,13,either,tub,6,13,56,39,17,0.6964285714285714,39,0
asia.bif,8,0.35,58,10,either,lung,5,10,56,47,9,0.8392857142857143,47,0
asia.bif,8,0.35,59,8,bronc,smoke,1,8,56,42,14,0.75,42,0
asia.bif,8,0.35,60,9,dysp,bronc,8,9,56,43,13,0.7678571428571429,43,0
asia.bif,8,0.35,61,8,either,tub,6,8,56,51,5,0.9107142857142857,51,0
asia.bif,8,0.35,62,9,either,lung,7,9,56,43,13,0.7678571428571429,43,0
asia.bif,8,0.35,63,12,lung,smoke,2,12,56,48,8,0.8571428571428571,48,0
asia.bif,8,0.35,64,9,tub,asia,2,9,56,38,18,0.6785714285714286,38,0
asia.bif,8,0.35,65,11,tub,asia,2,11,56,46,10,0.8214285714285714,46,0
asia.bif,8,0.35,66,8,bronc,smoke,1,8,56,49,7,0.875,49,0
asia.bif,8,0.35,67,8,dysp,bronc,8,8,56,47,9,0.8392857142857143,47,0
asia.bif,8,0.35,68,7,either,lung,5,5,56,44,12,0.7857142857142857,43,1
asia.bif,8,0.35,69,7,bronc,smoke,1,7,56,48,8,0.8571428571428571,48,0
asia.bif,8,0.35,70,8,tub,asia,2,8,56,46,10,0.8214285714285714,46,0
asia.bif,8,0.35,71,9,either,lung,5,9,56,40,16,0.7142857142857143,40,0
asia.bif,8,0.35,72,8,xray,either,1,8,56,41,15,0.7321428571428571,41,0
asia.bif,8,0.35,73,8,tub,asia,3,8,56,45,11,0.8035714285714286,45,0
asia.bif,8,0.35,74,6,lung,smoke,3,6,56,41,15,0.7321428571428571,41,0
asia.bif,8,0.35,75,12,tub,asia,2,12,56,39,17,0.6964285714285714,39,0
asia.bif,8,0.35,76,11,bronc,smoke,4,11,56,45,11,0.8035714285714286,45,0
asia.bif,8,0.35,77,12,either,lung,10,12,56,40,16,0.7142857142857143,40,0
asia.bif,8,0.35,78,8,lung,smoke,1,8,56,50,6,0.8928571428571429,50,0
asia.bif,8,0.35,79,12,lung,smoke,2,12,56,42,14,0.75,42,0
asia.bif,8,0.35,80,9,lung,smoke,2,9,56,41,15,0.7321428571428571,41,0
asia.bif,8,0.35,81,4,either,lung,3,4,56,53,3,0.9464285714285714,53,0
asia.bif,8,0.35,82,5,lung,smoke,0,0,56,56,0,1.0,52,4
asia.bif,8,0.35,83,11,bronc,smoke,3,11,56,43,13,0.7678571428571429,43,0
asia.bif,8,0.35,84,6,xray,either,1,1,56,51,5,0.9107142857142857,51,0
asia.bif,8,0.35,85,9,either,lung,5,9,56,43,13,0.7678571428571429,43,0
asia.bif,8,0.35,86,10,dysp,either,7,10,56,48,8,0.8571428571428571,48,0
asia.bif,8,0.35,87,7,tub,asia,2,3,56,48,8,0.8571428571428571,48,0
asia.bif,8,0.35,88,15,either,tub,10,15,56,43,13,0.7678571428571429,43,0
asia.bif,8,0.35,89,10,tub,asia,5,10,56,42,14,0.75,42,0
asia.bif,8,0.35,90,13,dysp,either,8,13,56,45,11,0.8035714285714286,45,0
asia.bif,8,0.35,91,11,dysp,bronc,11,11,56,46,10,0.8214285714285714,46,0
asia.bif,8,0.35,92,11,bronc,smoke,3,11,56,43,13,0.7678571428571429,43,0
asia.bif,8,0.35,93,14,tub,asia,4,14,56,39,17,0.6964285714285714,39,0
asia.bif,8,0.35,94,10,dysp,either,7,10,56,45,11,0.8035714285714286,45,0
asia.bif,8,0.35,95,12,either,lung,6,12,56,42,14,0.75,42,0
asia.bif,8,0.35,96,13,lung,smoke,2,13,56,42,14,0.75,42,0
asia.bif,8,0.35,97,10,either,lung,8,10,56,40,16,0.7142857142857143,40,0
asia.bif,8,0.35,98,11,lung,smoke,4,11,56,43,13,0.7678571428571429,43,0
asia.bif,8,0.35,99,13,dysp,bronc,13,13,56,41,15,0.7321428571428571,41,0
