graph,n_vars,p_conf,sim,n_confounders,query,query_is_cf,min_intervention_outcome_dist,n_R_theta,n_R_theta_star,n_experiments,n_cf_experiments,fraction_cf,n_useless,n_useful,fraction_pruned,id_pruned,blocked_pruned
asia.bif,8,0.025,8,1,"Y={'either'}, X={'asia', 'smoke'}; Y={'either', 'xray'}, X={'asia', 'tub', 'smoke'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.025,9,2,"Y={'asia', 'bronc'}, X={'smoke'}; Y={'asia', 'lung', 'bronc', 'dysp', 'either'}, X={'tub', 'smoke'}",True,1,2,2,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.035,0,1,"Y={'dysp'}, X={'tub', 'bronc'}; Y={'xray', 'dysp'}, X={'smoke', 'tub', 'bronc', 'asia'}",True,1,1,1,50,0,0.0,42,8,0.84,42,0
asia.bif,8,0.035,1,1,"Y={'asia', 'dysp', 'tub', 'either', 'smoke'}, X={'lung', 'bronc'}; Y={'asia', 'lung', 'dysp', 'either', 'smoke'}, X={'tub', 'bronc'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.035,2,1,"Y={'asia', 'lung', 'dysp', 'tub', 'smoke'}, X={'bronc', 'either'}; Y={'lung', 'dysp', 'smoke', 'bronc'}, X={'asia', 'either', 'tub'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.035,3,1,"Y={'asia', 'lung'}, X={'smoke'}; Y={'asia', 'lung', 'tub', 'either', 'xray'}, X={'smoke'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.035,4,1,"Y={'asia', 'lung', 'xray', 'dysp'}, X={'smoke', 'tub', 'bronc', 'either'}; Y={'tub', 'xray'}, X={'lung', 'either', 'smoke'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.035,5,1,"Y={'lung', 'tub', 'bronc', 'xray'}, X={'asia', 'either', 'smoke'}; Y={'xray'}, X={'asia', 'lung', 'smoke'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.035,6,2,"Y={'tub', 'lung'}, X={'asia', 'smoke'}; Y={'tub', 'dysp'}, X={'asia', 'smoke'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
asia.bif,8,0.035,7,2,"Y={'dysp'}, X={'asia', 'bronc'}; Y={'asia', 'lung', 'dysp', 'tub', 'either'}, X={'bronc'}",True,1,2,2,50,0,0.0,42,8,0.84,42,0
asia.bif,8,0.035,8,3,"Y={'tub', 'lung', 'asia'}, X={'smoke'}; Y={'tub', 'lung', 'xray'}, X={'smoke'}",True,1,3,3,50,0,0.0,40,10,0.8,40,0
asia.bif,8,0.035,9,2,"Y={'bronc'}, X={'smoke'}; Y={'lung', 'bronc', 'dysp', 'either'}, X={'smoke'}",True,1,2,2,50,0,0.0,43,7,0.86,43,0
sachs.bif,11,0.005,0,1,"Y={'Raf', 'Akt', 'Mek', 'PKA'}, X={'PKC', 'Erk'}; Y={'Erk', 'Plcg', 'P38', 'PKA'}, X={'Raf', 'PKC', 'Mek'}",True,1,1,1,50,0,0.0,47,3,0.94,47,0
sachs.bif,11,0.005,1,1,"Y={'Raf', 'PIP2', 'PKA'}, X={'Plcg', 'PIP3', 'PKC'}; Y={'Akt', 'PIP3', 'P38', 'PKA'}, X={'PKC'}",True,1,1,1,50,0,0.0,43,7,0.86,43,0
sachs.bif,11,0.005,2,3,"Y={'PIP3', 'PKC', 'Jnk'}, X={'Plcg', 'PKA'}; Y={'PIP3', 'PIP2', 'Mek'}, X={'PKA'}",True,1,3,3,50,0,0.0,42,8,0.84,42,0
sachs.bif,11,0.005,3,1,"Y={'Raf'}, X={'PKC', 'PKA'}; Y={'Raf', 'Plcg', 'PKC'}, X={'PKA'}",True,1,1,1,50,0,0.0,43,7,0.86,43,0
sachs.bif,11,0.005,4,1,"Y={'Raf', 'PIP3'}, X={'Plcg', 'PKC', 'PKA'}; Y={'Raf'}, X={'PKC', 'PKA'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.005,5,2,"Y={'P38'}, X={'PKC', 'PKA'}; Y={'Plcg', 'PKA', 'PIP2', 'P38'}, X={'PIP3', 'PKC'}",True,1,1,1,50,0,0.0,40,10,0.8,40,0
sachs.bif,11,0.005,6,1,"Y={'Raf', 'PIP2', 'P38', 'Akt', 'Jnk'}, X={'PIP3', 'PKC', 'PKA', 'Mek'}; Y={'Plcg', 'Jnk', 'Mek'}, X={'Raf', 'PKC', 'PKA'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.005,7,2,"Y={'Raf', 'PIP3', 'PIP2'}, X={'Plcg', 'PKC', 'PKA'}; Y={'Erk', 'PIP2', 'Mek'}, X={'PKA'}",True,1,2,2,50,0,0.0,45,5,0.9,45,0
sachs.bif,11,0.005,8,1,"Y={'Akt', 'P38'}, X={'Raf', 'Mek'}; Y={'Raf', 'PKC', 'Akt', 'Jnk'}, X={'Mek'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.005,9,1,"Y={'Erk', 'Akt', 'PKA'}, X={'Raf', 'PKC'}; Y={'Erk'}, X={'PKC'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.015,0,1,"Y={'PIP3', 'PIP2'}, X={'Plcg'}; Y={'PIP2', 'PKA', 'PIP3', 'P38', 'Jnk'}, X={'Plcg', 'PKC'}",True,1,1,1,50,0,0.0,41,9,0.82,41,0
sachs.bif,11,0.015,1,2,"Y={'Akt', 'PIP2', 'Jnk'}, X={'Raf', 'PKA', 'Mek'}; Y={'Akt'}, X={'Raf', 'Erk', 'Mek'}",True,1,2,2,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.015,2,3,"Y={'PIP3', 'PKA'}, X={'Plcg', 'PKC'}; Y={'PIP3', 'PKC', 'Erk'}, X={'Plcg'}",True,1,3,3,50,0,0.0,43,7,0.86,43,0
sachs.bif,11,0.015,3,3,"Y={'P38'}, X={'PKC', 'PKA'}; Y={'Jnk', 'P38'}, X={'PKC', 'PKA'}",True,1,2,2,50,0,0.0,42,8,0.84,34,8
sachs.bif,11,0.015,4,1,"Y={'Plcg', 'PKA', 'PIP2', 'Mek', 'Akt'}, X={'Raf', 'PKC'}; Y={'Akt'}, X={'PKC', 'PKA', 'Erk', 'Mek'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.015,5,2,"Y={'Raf', 'Plcg', 'Mek', 'PIP3', 'Jnk'}, X={'PKC', 'PKA'}; Y={'Raf'}, X={'PKA'}",True,1,2,2,50,0,0.0,36,14,0.72,36,0
sachs.bif,11,0.015,6,1,"Y={'Erk'}, X={'Raf', 'PKC', 'Mek'}; Y={'PKC', 'Erk', 'P38'}, X={'Raf', 'Mek', 'PKA'}",True,1,1,1,50,0,0.0,35,15,0.7,35,0
sachs.bif,11,0.015,7,1,"Y={'P38', 'PKC', 'PIP2', 'Mek'}, X={'Raf', 'PIP3', 'Plcg', 'PKA'}; Y={'Raf', 'PKC'}, X={'PKA'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.015,8,1,"Y={'Raf', 'Akt'}, X={'PKC', 'PKA'}; Y={'Raf', 'Plcg', 'PKC', 'Erk', 'Jnk'}, X={'Mek', 'PKA'}",True,1,1,1,50,0,0.0,46,4,0.92,46,0
sachs.bif,11,0.015,9,2,"Y={'Erk', 'Mek'}, X={'Raf', 'PKA'}; Y={'Erk'}, X={'Raf'}",True,1,2,2,50,0,0.0,35,15,0.7,35,0
sachs.bif,11,0.025,0,3,"Y={'Jnk'}, X={'PKC', 'PKA'}; Y={'Raf', 'PKC', 'PIP2', 'Jnk'}, X={'PIP3', 'Plcg', 'PKA'}",True,1,3,3,50,0,0.0,45,5,0.9,45,0
sachs.bif,11,0.025,1,2,"Y={'PIP2', 'PKC', 'Akt', 'P38'}, X={'PKA'}; Y={'P38'}, X={'PKC', 'PKA'}",True,1,2,2,50,0,0.0,36,14,0.72,36,0
sachs.bif,11,0.025,2,2,"Y={'PKC', 'Erk', 'Jnk', 'P38'}, X={'Raf', 'PKA', 'Mek'}; Y={'PIP2', 'Mek', 'PKC', 'Akt', 'Jnk'}, X={'Raf', 'PIP3', 'Erk', 'PKA'}",True,1,2,2,50,0,0.0,36,14,0.72,36,0
sachs.bif,11,0.025,3,2,"Y={'Akt', 'Mek'}, X={'Raf', 'PKA'}; Y={'Erk', 'Plcg', 'Akt'}, X={'Raf', 'PKC', 'PKA'}",True,1,2,2,50,0,0.0,45,5,0.9,45,0
sachs.bif,11,0.025,4,3,"Y={'Raf', 'PIP2', 'Jnk'}, X={'Plcg', 'PIP3', 'PKC', 'PKA'}; Y={'Raf'}, X={'PKC', 'PKA'}",True,1,2,2,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.025,5,2,"Y={'PKC', 'PIP2'}, X={'PIP3', 'Plcg'}; Y={'Akt', 'PIP2', 'Raf', 'Mek'}, X={'Plcg', 'PKA', 'PIP3', 'PKC', 'Erk'}",True,1,2,2,50,0,0.0,33,17,0.66,33,0
sachs.bif,11,0.025,6,1,"Y={'PIP2', 'Mek', 'PKC', 'P38', 'Jnk'}, X={'PIP3', 'Plcg', 'PKA'}; Y={'Akt', 'Jnk'}, X={'Erk', 'PKA'}",True,1,1,1,50,0,0.0,50,0,1.0,50,0
sachs.bif,11,0.025,7,3,"Y={'PKC', 'Akt', 'P38'}, X={'Mek'}; Y={'Akt', 'PIP2', 'P38'}, X={'Mek'}",True,1,3,3,50,0,0.0,29,21,0.58,29,0
sachs.bif,11,0.025,8,2,"Y={'P38'}, X={'PKA'}; Y={'Plcg', 'PKC', 'Mek', 'P38'}, X={'PKA'}",True,1,1,2,50,0,0.0,38,12,0.76,38,0
sachs.bif,11,0.025,9,1,"Y={'Raf', 'PIP2', 'PKA', 'PIP3', 'Erk'}, X={'Plcg', 'PKC', 'Mek'}; Y={'Erk', 'PIP2'}, X={'Raf', 'PKC', 'Mek', 'PKA'}",True,1,1,1,50,0,0.0,42,8,0.84,42,0
sachs.bif,11,0.035,0,4,"Y={'PKC', 'Plcg', 'Erk', 'Mek'}, X={'Raf', 'PKA'}; Y={'Raf', 'Plcg', 'Jnk', 'Mek'}, X={'PKC', 'PKA'}",True,1,4,4,50,0,0.0,31,19,0.62,31,0
sachs.bif,11,0.035,1,3,"Y={'PIP3', 'PKC', 'Erk', 'P38'}, X={'Raf', 'Plcg', 'PKA', 'Mek'}; Y={'PIP2', 'PIP3', 'PKC', 'Erk'}, X={'Raf', 'Plcg', 'PKA'}",True,1,2,2,50,0,0.0,34,16,0.68,31,3
sachs.bif,11,0.035,2,2,"Y={'PKC', 'Erk', 'Jnk', 'P38'}, X={'PKA'}; Y={'Erk'}, X={'Raf', 'PKC', 'Mek', 'PKA'}",True,1,2,2,50,0,0.0,43,7,0.86,43,0
sachs.bif,11,0.035,3,2,"Y={'Raf', 'Plcg', 'PIP2', 'P38', 'Akt'}, X={'PKA', 'Mek', 'PIP3', 'PKC', 'Erk'}; Y={'PIP3', 'PIP2', 'Jnk'}, X={'PKC'}",True,1,1,2,50,0,0.0,45,5,0.9,45,0
sachs.bif,11,0.035,4,4,"Y={'Erk'}, X={'PKC'}; Y={'Plcg', 'Erk', 'Jnk', 'P38'}, X={'Raf', 'PKC', 'Mek', 'PKA'}",True,1,4,4,50,0,0.0,48,2,0.96,48,0
sachs.bif,11,0.035,5,3,"Y={'Raf', 'PIP3', 'PKC', 'Erk'}, X={'Plcg'}; Y={'PIP3', 'PKC', 'PIP2', 'Mek'}, X={'Raf', 'Plcg'}",True,1,3,3,50,0,0.0,46,4,0.92,46,0
sachs.bif,11,0.035,6,3,"Y={'Mek', 'P38'}, X={'Raf', 'PKC', 'PKA'}; Y={'P38'}, X={'PKA'}",True,1,1,1,50,0,0.0,31,19,0.62,27,4
sachs.bif,11,0.035,7,1,"Y={'Akt', 'Erk', 'Mek'}, X={'Raf', 'PKC', 'PKA'}; Y={'Raf', 'Plcg', 'Mek', 'PIP3', 'P38'}, X={'PKC', 'PKA'}",True,1,1,1,50,0,0.0,43,7,0.86,43,0
sachs.bif,11,0.035,8,3,"Y={'Erk'}, X={'Raf', 'PKC', 'PKA', 'Mek'}; Y={'Akt', 'Erk'}, X={'PKC'}",True,1,2,2,50,0,0.0,40,10,0.8,40,0
sachs.bif,11,0.035,9,3,"Y={'PIP3', 'PKC'}, X={'Plcg'}; Y={'Raf', 'P38', 'PIP3', 'PKC', 'Akt'}, X={'Plcg', 'Erk', 'PKA'}",True,1,2,3,50,0,0.0,38,12,0.76,38,0
alarm.bif,37,0.005,0,2,"Y={'TPR', 'HYPOVOLEMIA', 'VENTLUNG', 'PRESS'}, X={'ANAPHYLAXIS', 'INTUBATION', 'MINVOLSET'}; Y={'PVSAT', 'VENTTUBE', 'KINKEDTUBE', 'TPR'}, X={'ANAPHYLAXIS', 'INTUBATION', 'MINVOLSET'}",True,1,2,2,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.005,1,5,"Y={'EXPCO2', 'VENTLUNG', 'ERRLOWOUTPUT', 'HRSAT'}, X={'INTUBATION', 'ANAPHYLAXIS', 'DISCONNECT', 'MINVOLSET'}; Y={'VENTLUNG', 'CO', 'DISCONNECT', 'PULMEMBOLUS', 'LVEDVOLUME'}, X={'ANAPHYLAXIS'}",True,1,4,4,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.005,2,4,"Y={'VENTALV', 'FIO2', 'HREKG'}, X={'ANAPHYLAXIS', 'INTUBATION', 'VENTMACH', 'MINVOLSET', 'PULMEMBOLUS'}; Y={'STROKEVOLUME', 'ERRLOWOUTPUT', 'HREKG'}, X={'ERRCAUTER', 'ANAPHYLAXIS', 'INTUBATION', 'TPR', 'DISCONNECT'}",True,1,4,4,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.005,3,8,"Y={'HYPOVOLEMIA', 'EXPCO2', 'CVP', 'VENTLUNG', 'HREKG'}, X={'INTUBATION'}; Y={'EXPCO2', 'CVP', 'STROKEVOLUME', 'HR', 'DISCONNECT'}, X={'VENTALV', 'SAO2', 'INTUBATION', 'PVSAT', 'INSUFFANESTH'}",True,1,8,8,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.005,4,6,"Y={'MINVOL', 'FIO2', 'VENTTUBE', 'CVP'}, X={'KINKEDTUBE'}; Y={'VENTTUBE', 'HISTORY', 'LVEDVOLUME', 'HRSAT'}, X={'TPR', 'FIO2', 'KINKEDTUBE', 'HR'}",True,1,5,5,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.005,5,6,"Y={'EXPCO2', 'HISTORY'}, X={'DISCONNECT', 'ARTCO2'}; Y={'BP', 'EXPCO2', 'CO'}, X={'DISCONNECT'}",True,1,6,6,50,0,0.0,49,1,0.98,49,0
alarm.bif,37,0.005,6,4,"Y={'PVSAT', 'ERRCAUTER', 'ARTCO2'}, X={'DISCONNECT'}; Y={'HISTORY', 'PRESS', 'HRSAT', 'ARTCO2'}, X={'VENTALV', 'DISCONNECT', 'MINVOLSET'}",True,1,3,3,50,0,0.0,49,1,0.98,49,0
alarm.bif,37,0.005,7,4,"Y={'SHUNT', 'INSUFFANESTH'}, X={'PULMEMBOLUS', 'INTUBATION'}; Y={'SHUNT', 'VENTTUBE', 'KINKEDTUBE', 'ANAPHYLAXIS'}, X={'PULMEMBOLUS', 'DISCONNECT', 'VENTMACH'}",True,1,2,2,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.005,8,4,"Y={'HREKG'}, X={'ARTCO2', 'TPR', 'VENTTUBE', 'PULMEMBOLUS', 'CATECHOL'}; Y={'BP', 'PVSAT', 'ERRLOWOUTPUT', 'HREKG'}, X={'CATECHOL'}",True,2,2,2,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.005,9,4,"Y={'VENTMACH'}, X={'MINVOLSET'}; Y={'ERRCAUTER', 'INSUFFANESTH', 'VENTMACH', 'HRBP'}, X={'MINVOLSET'}",True,1,2,3,50,0,0.0,40,10,0.8,40,0
alarm.bif,37,0.015,0,5,"Y={'PVSAT', 'PCWP', 'STROKEVOLUME', 'MINVOLSET'}, X={'VENTALV', 'KINKEDTUBE', 'DISCONNECT', 'VENTMACH'}; Y={'BP', 'MINVOLSET'}, X={'ANAPHYLAXIS', 'VENTMACH'}",True,1,5,5,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.015,1,12,"Y={'HYPOVOLEMIA', 'INSUFFANESTH', 'VENTMACH'}, X={'MINVOLSET'}; Y={'MINVOL', 'HYPOVOLEMIA', 'CVP', 'ERRCAUTER'}, X={'LVEDVOLUME', 'KINKEDTUBE', 'MINVOLSET'}",True,1,6,9,50,0,0.0,46,4,0.92,46,0
alarm.bif,37,0.015,2,9,"Y={'ERRCAUTER', 'LVFAILURE', 'ARTCO2'}, X={'VENTMACH'}; Y={'BP', 'SHUNT', 'ARTCO2'}, X={'VENTLUNG', 'VENTMACH'}",True,2,7,7,50,0,0.0,46,4,0.92,46,0
alarm.bif,37,0.015,3,9,"Y={'SHUNT', 'HRSAT', 'HREKG'}, X={'PULMEMBOLUS', 'ANAPHYLAXIS', 'HR'}; Y={'PVSAT', 'HREKG'}, X={'PULMEMBOLUS', 'CATECHOL'}",True,1,6,8,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.015,4,12,"Y={'BP', 'EXPCO2', 'VENTLUNG'}, X={'HYPOVOLEMIA', 'CO'}; Y={'BP', 'LVEDVOLUME'}, X={'HYPOVOLEMIA', 'VENTTUBE', 'CATECHOL', 'VENTLUNG'}",True,1,9,11,50,0,0.0,47,3,0.94,47,0
alarm.bif,37,0.015,5,16,"Y={'HISTORY', 'PULMEMBOLUS', 'HRBP'}, X={'HR', 'SAO2', 'TPR', 'PVSAT', 'ERRLOWOUTPUT'}; Y={'PVSAT', 'HISTORY', 'CO'}, X={'SHUNT', 'DISCONNECT', 'VENTMACH', 'TPR'}",True,1,12,15,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.015,6,10,"Y={'CVP'}, X={'HYPOVOLEMIA', 'LVFAILURE'}; Y={'ANAPHYLAXIS', 'CVP', 'STROKEVOLUME', 'CATECHOL', 'LVEDVOLUME'}, X={'HYPOVOLEMIA', 'FIO2', 'VENTMACH'}",True,1,10,10,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.015,7,13,"Y={'SAO2'}, X={'VENTMACH'}; Y={'SAO2'}, X={'INTUBATION', 'VENTMACH', 'PVSAT', 'PULMEMBOLUS', 'DISCONNECT'}",True,1,7,8,50,0,0.0,46,4,0.92,46,0
alarm.bif,37,0.015,8,16,"Y={'VENTALV', 'EXPCO2', 'KINKEDTUBE', 'SHUNT', 'INSUFFANESTH'}, X={'VENTLUNG', 'VENTMACH', 'ARTCO2', 'INTUBATION', 'VENTTUBE'}; Y={'KINKEDTUBE', 'ARTCO2'}, X={'VENTALV', 'INTUBATION', 'VENTLUNG', 'MINVOLSET', 'VENTTUBE'}",True,1,6,9,50,0,0.0,46,4,0.92,46,0
alarm.bif,37,0.015,9,13,"Y={'LVEDVOLUME', 'KINKEDTUBE'}, X={'HYPOVOLEMIA', 'LVFAILURE'}; Y={'LVEDVOLUME'}, X={'HYPOVOLEMIA', 'LVFAILURE'}",True,1,2,8,50,0,0.0,38,12,0.76,38,0
alarm.bif,37,0.025,0,14,"Y={'CVP', 'VENTMACH', 'BP', 'PVSAT', 'DISCONNECT'}, X={'KINKEDTUBE', 'VENTLUNG', 'FIO2', 'CATECHOL', 'LVEDVOLUME'}; Y={'PRESS', 'CVP'}, X={'VENTTUBE', 'KINKEDTUBE', 'INTUBATION'}",True,1,12,13,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.025,1,16,"Y={'SAO2'}, X={'VENTTUBE', 'KINKEDTUBE', 'INTUBATION', 'VENTMACH'}; Y={'SAO2', 'CVP', 'VENTMACH', 'HR', 'PVSAT'}, X={'VENTTUBE'}",True,1,14,15,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.025,2,24,"Y={'PCWP', 'ERRCAUTER', 'HRBP', 'SHUNT', 'DISCONNECT'}, X={'ANAPHYLAXIS', 'INSUFFANESTH'}; Y={'INTUBATION', 'MINVOLSET', 'HR', 'SHUNT', 'MINVOL'}, X={'FIO2', 'PULMEMBOLUS', 'INSUFFANESTH', 'ARTCO2'}",True,1,24,24,50,0,0.0,41,9,0.82,41,0
alarm.bif,37,0.025,3,24,"Y={'SHUNT', 'CO', 'ANAPHYLAXIS'}, X={'SAO2', 'CATECHOL'}; Y={'VENTALV', 'PAP', 'PRESS', 'CO', 'ERRLOWOUTPUT'}, X={'HYPOVOLEMIA', 'CATECHOL', 'ANAPHYLAXIS', 'VENTLUNG'}",True,1,16,24,50,0,0.0,50,0,1.0,50,0
alarm.bif,37,0.025,4,21,"Y={'VENTMACH'}, X={'MINVOLSET'}; Y={'PCWP', 'CVP', 'VENTMACH', 'INTUBATION', 'INSUFFANESTH'}, X={'LVFAILURE', 'LVEDVOLUME', 'MINVOLSET'}",True,1,6,15,50,0,0.0,33,17,0.66,33,0
