graph,n_vars,p_conf,sim,n_confounders,query,n_R_theta,n_R_theta_star,n_experiments,n_useless,n_useful,fraction_pruned,id_pruned,blocked_pruned
asia.bif,8,0.35,14,12,"Y={'asia'}, X={'either', 'tub'}",3,12,100,24,76,0.24,24,0
asia.bif,8,0.35,15,11,"Y={'tub'}, X={'asia', 'dysp'}",2,11,100,18,82,0.18,18,0
asia.bif,8,0.35,16,9,"Y={'xray'}, X={'either', 'tub', 'bronc'}; Y={'dysp'}, X={'smoke', 'tub'}",8,9,100,20,80,0.2,20,0
asia.bif,8,0.35,17,6,"Y={'lung'}, X={'dysp', 'tub'}; Y={'dysp'}, X={'either', 'smoke', 'bronc'}; Y={'tub'}, X={'either', 'xray', 'dysp', 'lung'}",6,6,100,36,64,0.36,36,0
asia.bif,8,0.35,18,8,"Y={'lung'}, X={'either', 'xray', 'tub'}; Y={'either'}, X={'bronc'}",8,8,100,33,67,0.33,33,0
asia.bif,8,0.35,19,6,"Y={'either'}, X={'xray', 'smoke'}; Y={'bronc'}, X={'xray', 'asia', 'lung'}",6,6,100,39,61,0.39,39,0
asia.bif,8,0.35,20,8,"Y={'either'}, X={'xray', 'asia', 'bronc'}; Y={'xray'}, X={'lung'}",8,8,100,30,70,0.3,30,0
asia.bif,8,0.35,21,15,"Y={'tub'}, X={'asia', 'dysp'}",3,15,100,20,80,0.2,20,0
asia.bif,8,0.35,22,6,"Y={'dysp'}, X={'either', 'xray'}; Y={'lung'}, X={'bronc'}",5,6,100,41,59,0.41,41,0
asia.bif,8,0.35,23,7,"Y={'tub'}, X={'smoke', 'lung'}; Y={'dysp'}, X={'tub'}",7,7,100,33,67,0.33,33,0
asia.bif,8,0.35,24,9,"Y={'lung'}, X={'xray'}; Y={'bronc'}, X={'either', 'smoke'}; Y={'dysp'}, X={'smoke', 'lung'}",9,9,100,22,78,0.22,22,0
asia.bif,8,0.35,25,9,"Y={'lung'}, X={'xray', 'dysp'}",5,9,100,31,69,0.31,31,0
asia.bif,8,0.35,26,8,"Y={'lung'}, X={'xray', 'tub'}; Y={'smoke'}, X={'either', 'asia'}",3,8,100,25,75,0.25,25,0
asia.bif,8,0.35,27,12,"Y={'either'}, X={'xray', 'lung', 'bronc'}",10,12,100,12,88,0.12,12,0
asia.bif,8,0.35,28,9,"Y={'either'}, X={'smoke', 'bronc'}",6,9,100,29,71,0.29,29,0
asia.bif,8,0.35,29,9,"Y={'tub'}, X={'asia', 'dysp', 'lung'}; Y={'lung'}, X={'xray', 'tub'}",5,9,100,30,70,0.3,30,0
asia.bif,8,0.35,30,13,"Y={'smoke'}, X={'either', 'asia', 'bronc'}",4,13,100,25,75,0.25,25,0
asia.bif,8,0.35,31,10,"Y={'smoke'}, X={'either', 'xray', 'asia'}; Y={'tub'}, X={'dysp', 'lung', 'bronc'}",7,10,100,19,81,0.19,19,0
asia.bif,8,0.35,32,13,"Y={'asia'}, X={'either', 'bronc'}; Y={'lung'}, X={'tub'}; Y={'smoke'}, X={'dysp'}",9,13,100,28,72,0.28,28,0
asia.bif,8,0.35,33,12,"Y={'lung'}, X={'xray', 'bronc', 'smoke'}; Y={'dysp'}, X={'smoke'}",11,12,100,24,76,0.24,24,0
asia.bif,8,0.35,34,11,"Y={'tub'}, X={'dysp'}; Y={'lung'}, X={'dysp', 'tub'}",11,11,100,18,82,0.18,18,0
asia.bif,8,0.35,35,11,"Y={'dysp'}, X={'xray', 'bronc'}",10,11,100,28,72,0.28,28,0
asia.bif,8,0.35,36,6,"Y={'either'}, X={'asia', 'lung'}; Y={'either'}, X={'bronc'}; Y={'tub'}, X={'either', 'asia', 'lung'}",5,6,100,51,49,0.51,51,0
asia.bif,8,0.35,37,8,"Y={'dysp'}, X={'tub'}",7,8,100,41,59,0.41,41,0
asia.bif,8,0.35,38,13,"Y={'bronc'}, X={'smoke', 'asia', 'lung'}; Y={'dysp'}, X={'lung'}; Y={'dysp'}, X={'asia', 'tub'}",13,13,100,17,83,0.17,17,0
asia.bif,8,0.35,39,13,"Y={'asia'}, X={'either', 'dysp'}; Y={'dysp'}, X={'xray'}",13,13,100,22,78,0.22,22,0
asia.bif,8,0.35,40,9,"Y={'dysp'}, X={'tub'}; Y={'smoke'}, X={'dysp', 'lung'}",8,9,100,27,73,0.27,27,0
asia.bif,8,0.35,41,8,"Y={'xray'}, X={'either', 'asia', 'tub'}; Y={'lung'}, X={'xray', 'bronc'}",5,8,100,16,84,0.16,16,0
asia.bif,8,0.35,42,8,"Y={'xray'}, X={'lung', 'bronc'}; Y={'xray'}, X={'either', 'lung', 'bronc'}; Y={'tub'}, X={'either', 'xray'}",6,8,100,21,79,0.21,21,0
asia.bif,8,0.35,43,6,"Y={'lung'}, X={'xray', 'dysp', 'smoke'}",2,6,100,37,63,0.37,37,0
asia.bif,8,0.35,44,9,"Y={'lung'}, X={'smoke', 'dysp', 'tub'}; Y={'dysp'}, X={'smoke', 'lung'}",9,9,100,40,60,0.4,40,0
asia.bif,8,0.35,45,9,"Y={'xray'}, X={'lung'}; Y={'bronc'}, X={'either', 'xray'}",8,9,100,27,73,0.27,27,0
asia.bif,8,0.35,46,7,"Y={'lung'}, X={'either', 'smoke', 'dysp'}",2,3,100,48,52,0.48,47,1
asia.bif,8,0.35,47,9,"Y={'xray'}, X={'tub', 'lung'}; Y={'bronc'}, X={'either', 'smoke'}; Y={'smoke'}, X={'asia', 'xray', 'dysp', 'bronc'}",6,9,100,45,55,0.45,45,0
asia.bif,8,0.35,48,13,"Y={'dysp'}, X={'smoke', 'lung'}; Y={'either'}, X={'asia', 'lung', 'bronc'}",11,13,100,21,79,0.21,21,0
asia.bif,8,0.35,49,11,"Y={'either'}, X={'asia', 'bronc'}; Y={'asia'}, X={'either', 'smoke', 'tub', 'lung'}; Y={'tub'}, X={'xray', 'smoke'}",9,11,100,24,76,0.24,24,0
sachs.bif,11,0.05,0,2,"Y={'Akt'}, X={'PKA', 'Mek'}; Y={'P38'}, X={'Erk', 'Jnk'}",2,2,100,67,33,0.67,67,0
sachs.bif,11,0.05,1,1,"Y={'Mek'}, X={'PKC', 'Akt'}",1,1,100,70,30,0.7,69,1
sachs.bif,11,0.05,2,4,"Y={'Akt'}, X={'PKC', 'Jnk'}",3,4,100,59,41,0.59,59,0
sachs.bif,11,0.05,3,1,"Y={'Erk'}, X={'P38', 'Raf'}; Y={'Erk'}, X={'Plcg', 'Jnk'}; Y={'Erk'}, X={'Jnk'}; Y={'Mek'}, X={'Akt', 'PIP2'}",1,1,100,68,32,0.68,68,0
sachs.bif,11,0.05,4,4,"Y={'Akt'}, X={'Raf', 'PKA'}; Y={'P38'}, X={'Akt', 'Jnk'}",4,4,100,57,43,0.57,57,0
sachs.bif,11,0.05,5,5,"Y={'Jnk'}, X={'PKA', 'Raf', 'Mek', 'PIP2'}; Y={'P38'}, X={'Mek'}",2,3,100,50,50,0.5,50,0
sachs.bif,11,0.05,6,2,"Y={'P38'}, X={'Raf', 'PIP2'}; Y={'Erk'}, X={'P38', 'Raf'}",1,2,100,67,33,0.67,67,0
sachs.bif,11,0.05,7,4,"Y={'Raf'}, X={'Akt'}; Y={'PKC'}, X={'Plcg', 'Erk', 'PIP2'}; Y={'P38'}, X={'Mek'}",3,4,100,59,41,0.59,59,0
sachs.bif,11,0.05,8,4,"Y={'Jnk'}, X={'P38', 'Mek'}; Y={'Akt'}, X={'PKC', 'Raf'}; Y={'Jnk'}, X={'Akt', 'Erk'}",4,4,100,72,28,0.72,72,0
sachs.bif,11,0.05,9,1,"Y={'Akt'}, X={'PKC'}; Y={'Mek'}, X={'P38'}",1,1,100,72,28,0.72,71,1
sachs.bif,11,0.05,10,1,"Y={'P38'}, X={'Plcg', 'Erk'}; Y={'Raf'}, X={'P38', 'Erk'}; Y={'Mek'}, X={'PKC', 'Akt'}",1,1,100,66,34,0.66,65,1
sachs.bif,11,0.05,11,0,"Y={'P38'}, X={'Plcg', 'Raf', 'Mek'}; Y={'Raf'}, X={'Plcg', 'Akt'}",0,0,100,100,0,1.0,74,26
sachs.bif,11,0.05,12,3,"Y={'Erk'}, X={'PKC', 'P38'}; Y={'Akt'}, X={'Raf', 'Mek', 'PIP2'}; Y={'Raf'}, X={'Akt'}",3,3,100,58,42,0.58,57,1
sachs.bif,11,0.05,13,3,"Y={'Akt'}, X={'Raf', 'Jnk'}",2,2,100,66,34,0.66,64,2
sachs.bif,11,0.05,14,3,"Y={'Akt'}, X={'Plcg', 'Mek', 'Jnk'}; Y={'Erk'}, X={'PKA', 'Jnk', 'Mek'}; Y={'Akt'}, X={'PIP3', 'Raf', 'PIP2'}",3,3,100,66,34,0.66,66,0
sachs.bif,11,0.05,15,1,"Y={'Mek'}, X={'Akt'}; Y={'Raf'}, X={'P38'}; Y={'Erk'}, X={'P38', 'Raf'}",1,1,100,68,32,0.68,67,1
sachs.bif,11,0.05,16,3,"Y={'Raf'}, X={'Akt', 'P38'}; Y={'Jnk'}, X={'Raf', 'Erk'}; Y={'Mek'}, X={'P38', 'Jnk'}",3,3,100,52,48,0.52,52,0
sachs.bif,11,0.05,17,2,"Y={'Akt'}, X={'PKC'}; Y={'Akt'}, X={'P38', 'PIP3', 'Mek'}",2,2,100,64,36,0.64,64,0
sachs.bif,11,0.05,18,3,"Y={'PKC'}, X={'Plcg', 'Akt', 'Raf'}",1,3,100,71,29,0.71,71,0
sachs.bif,11,0.05,19,2,"Y={'Jnk'}, X={'Akt', 'P38'}; Y={'Erk'}, X={'PKC'}; Y={'Raf'}, X={'Plcg', 'Jnk'}",1,1,100,61,39,0.61,61,0
sachs.bif,11,0.05,20,5,"Y={'P38'}, X={'Akt', 'PIP3', 'Mek'}",3,5,100,60,40,0.6,60,0
sachs.bif,11,0.05,21,1,"Y={'Mek'}, X={'Jnk'}; Y={'Erk'}, X={'PKC', 'Raf'}",0,0,100,100,0,1.0,76,24
sachs.bif,11,0.05,22,0,"Y={'PKC'}, X={'Erk', 'PIP2'}; Y={'Mek'}, X={'Akt', 'P38', 'Erk'}; Y={'Raf'}, X={'Akt', 'PIP2', 'Jnk'}",0,0,100,100,0,1.0,71,29
sachs.bif,11,0.05,23,1,"Y={'Erk'}, X={'P38', 'Jnk'}; Y={'Akt'}, X={'PKC'}",0,0,100,100,0,1.0,66,34
sachs.bif,11,0.05,24,5,"Y={'P38'}, X={'PKC', 'PIP3', 'Raf', 'PIP2'}; Y={'Akt'}, X={'PKC', 'P38'}",4,5,100,56,44,0.56,56,0
sachs.bif,11,0.05,25,1,"Y={'Akt'}, X={'P38', 'Raf', 'PIP2'}; Y={'Mek'}, X={'Akt', 'P38'}; Y={'Jnk'}, X={'PKA', 'Mek'}",1,1,100,73,27,0.73,69,4
sachs.bif,11,0.05,26,6,"Y={'PKC'}, X={'Plcg', 'Akt', 'Jnk'}; Y={'Erk'}, X={'Raf'}; Y={'Akt'}, X={'P38', 'PIP3'}",5,6,100,58,42,0.58,58,0
sachs.bif,11,0.05,27,1,"Y={'Jnk'}, X={'P38', 'Raf', 'Mek'}; Y={'Raf'}, X={'Plcg', 'Akt', 'PIP3', 'PIP2'}",1,1,100,79,21,0.79,76,3
sachs.bif,11,0.05,28,6,"Y={'Mek'}, X={'P38', 'Erk'}; Y={'Mek'}, X={'P38', 'PIP3'}; Y={'Jnk'}, X={'P38'}",5,6,100,56,44,0.56,56,0
sachs.bif,11,0.05,29,2,"Y={'Erk'}, X={'Raf'}; Y={'Jnk'}, X={'Raf', 'Erk'}; Y={'P38'}, X={'Erk', 'Raf'}",1,1,100,64,36,0.64,62,2
sachs.bif,11,0.05,30,1,"Y={'Raf'}, X={'Jnk'}; Y={'P38'}, X={'PKA', 'Mek'}; Y={'Jnk'}, X={'Plcg', 'P38', 'PIP2'}",1,1,100,67,33,0.67,66,1
sachs.bif,11,0.05,31,1,"Y={'P38'}, X={'Erk'}",1,1,100,62,38,0.62,60,2
sachs.bif,11,0.05,32,1,"Y={'Akt'}, X={'Raf'}; Y={'Akt'}, X={'PKC'}",0,0,100,100,0,1.0,76,24
sachs.bif,11,0.05,33,3,"Y={'Raf'}, X={'Erk'}; Y={'P38'}, X={'Akt', 'Raf'}",2,3,100,65,35,0.65,65,0
sachs.bif,11,0.05,34,3,"Y={'P38'}, X={'Erk', 'Jnk'}; Y={'Jnk'}, X={'PKC', 'Plcg', 'P38'}; Y={'Mek'}, X={'P38', 'Raf'}",3,3,100,67,33,0.67,67,0
sachs.bif,11,0.05,35,4,"Y={'Erk'}, X={'PKC'}; Y={'Jnk'}, X={'Akt', 'Raf', 'PIP2'}; Y={'Raf'}, X={'PKC', 'P38'}; Y={'Jnk'}, X={'Akt', 'Erk'}; Y={'Jnk'}, X={'Raf'}",4,4,100,62,38,0.62,62,0
sachs.bif,11,0.05,36,1,"Y={'Akt'}, X={'P38'}; Y={'Mek'}, X={'Akt', 'Raf', 'Jnk'}; Y={'Raf'}, X={'P38'}",1,1,100,69,31,0.69,65,4
sachs.bif,11,0.05,37,1,"Y={'Erk'}, X={'PKC', 'Plcg', 'PIP2'}; Y={'Akt'}, X={'PKC', 'P38'}",1,1,100,72,28,0.72,71,1
sachs.bif,11,0.05,38,5,"Y={'Jnk'}, X={'P38'}; Y={'Raf'}, X={'Akt', 'PIP2'}; Y={'P38'}, X={'Akt', 'Raf'}",5,5,100,64,36,0.64,64,0
sachs.bif,11,0.05,39,1,"Y={'Akt'}, X={'PKA', 'Mek'}; Y={'Jnk'}, X={'Raf', 'Erk'}",1,1,100,79,21,0.79,72,7
sachs.bif,11,0.05,40,3,"Y={'Erk'}, X={'P38', 'PIP3', 'Raf'}; Y={'Mek'}, X={'P38', 'PIP3'}; Y={'Akt'}, X={'PKC'}",2,2,100,75,25,0.75,75,0
sachs.bif,11,0.05,41,7,"Y={'P38'}, X={'Plcg', 'Akt', 'Jnk'}",3,7,100,46,54,0.46,46,0
sachs.bif,11,0.05,42,3,"Y={'Akt'}, X={'P38', 'PKA'}; Y={'PKC'}, X={'Akt', 'Erk'}; Y={'Akt'}, X={'P38', 'PIP2'}",3,3,100,78,22,0.78,78,0
sachs.bif,11,0.05,43,6,"Y={'Jnk'}, X={'Raf', 'Mek', 'PIP2'}; Y={'Erk'}, X={'Jnk'}",4,6,100,60,40,0.6,60,0
sachs.bif,11,0.05,44,4,"Y={'Akt'}, X={'Raf'}",4,4,100,36,64,0.36,36,0
sachs.bif,11,0.05,45,4,"Y={'PKC'}, X={'Plcg', 'Akt'}",1,1,100,62,38,0.62,60,2
sachs.bif,11,0.05,46,2,"Y={'Raf'}, X={'Akt', 'Erk', 'Mek'}; Y={'Akt'}, X={'PKA', 'Mek'}; Y={'Akt'}, X={'PKC', 'Erk'}; Y={'Raf'}, X={'Akt', 'Erk', 'Jnk'}",1,1,100,73,27,0.73,72,1
sachs.bif,11,0.05,47,6,"Y={'Raf'}, X={'Akt'}",2,2,100,43,57,0.43,35,8
sachs.bif,11,0.05,48,0,"Y={'Erk'}, X={'PIP3', 'Raf'}; Y={'Jnk'}, X={'Akt'}; Y={'Jnk'}, X={'P38', 'Erk'}",0,0,100,100,0,1.0,69,31
sachs.bif,11,0.05,49,1,"Y={'Jnk'}, X={'PKC', 'Raf'}; Y={'Mek'}, X={'Akt', 'Jnk'}",1,1,100,73,27,0.73,72,1
sachs.bif,11,0.15,0,8,"Y={'P38'}, X={'PKC', 'Erk', 'Mek'}; Y={'Erk'}, X={'Plcg', 'Raf'}",7,7,100,46,54,0.46,46,0
sachs.bif,11,0.15,1,7,"Y={'Akt'}, X={'Mek'}; Y={'Jnk'}, X={'Plcg', 'Akt', 'P38', 'Erk'}; Y={'P38'}, X={'Akt', 'Mek'}",7,7,100,56,44,0.56,56,0
sachs.bif,11,0.15,2,9,"Y={'PKC'}, X={'Akt'}; Y={'Erk'}, X={'PKC'}",8,9,100,36,64,0.36,36,0
sachs.bif,11,0.15,3,6,"Y={'Erk'}, X={'PKC', 'Jnk'}; Y={'P38'}, X={'Erk'}; Y={'P38'}, X={'PKA', 'Mek'}",5,6,100,44,56,0.44,44,0
sachs.bif,11,0.15,4,11,"Y={'P38'}, X={'Akt', 'Erk'}",8,11,100,35,65,0.35,35,0
sachs.bif,11,0.15,5,13,"Y={'Akt'}, X={'Raf'}; Y={'Jnk'}, X={'Erk', 'Mek', 'PIP2'}",11,13,100,31,69,0.31,31,0
sachs.bif,11,0.15,6,9,"Y={'Mek'}, X={'Akt', 'Jnk'}",4,9,100,50,50,0.5,50,0
sachs.bif,11,0.15,7,5,"Y={'P38'}, X={'PIP3', 'Raf', 'PKA'}",1,2,100,68,32,0.68,67,1
sachs.bif,11,0.15,8,4,"Y={'P38'}, X={'Erk'}; Y={'PKC'}, X={'Erk', 'Mek'}",3,4,100,60,40,0.6,59,1
sachs.bif,11,0.15,9,6,"Y={'PKC'}, X={'Erk'}; Y={'Erk'}, X={'Akt', 'PKA', 'Mek', 'Jnk'}; Y={'Jnk'}, X={'Raf'}; Y={'Erk'}, X={'PKC', 'Plcg', 'PIP2'}",5,5,100,54,46,0.54,54,0
sachs.bif,11,0.15,10,13,"Y={'Jnk'}, X={'Raf'}; Y={'Raf'}, X={'Akt'}",7,13,100,25,75,0.25,25,0
sachs.bif,11,0.15,11,9,"Y={'Jnk'}, X={'Plcg', 'P38'}; Y={'Erk'}, X={'Akt', 'Mek', 'Jnk'}",6,9,100,45,55,0.45,45,0
sachs.bif,11,0.15,12,6,"Y={'Akt'}, X={'Mek'}; Y={'PKC'}, X={'Erk'}",2,5,100,61,39,0.61,61,0
sachs.bif,11,0.15,13,8,"Y={'P38'}, X={'Jnk'}; Y={'P38'}, X={'Erk', 'Raf'}",1,8,100,65,35,0.65,65,0
sachs.bif,11,0.15,14,6,"Y={'Erk'}, X={'Jnk'}; Y={'Mek'}, X={'P38'}",4,6,100,42,58,0.42,42,0
sachs.bif,11,0.15,15,9,"Y={'Raf'}, X={'Akt', 'Erk'}; Y={'Jnk'}, X={'P38', 'PKA'}; Y={'Jnk'}, X={'Raf'}",6,9,100,50,50,0.5,50,0
sachs.bif,11,0.15,16,8,"Y={'P38'}, X={'PKC', 'Raf'}; Y={'Erk'}, X={'Akt', 'Jnk'}",8,8,100,50,50,0.5,50,0
sachs.bif,11,0.15,17,8,"Y={'Akt'}, X={'Plcg', 'P38'}; Y={'Jnk'}, X={'Erk'}",7,8,100,46,54,0.46,46,0
sachs.bif,11,0.15,18,4,"Y={'Raf'}, X={'PKC', 'Erk'}; Y={'P38'}, X={'Erk'}",2,2,100,53,47,0.53,50,3
sachs.bif,11,0.15,19,8,"Y={'Akt'}, X={'P38', 'PIP2'}; Y={'Erk'}, X={'PKC'}; Y={'PKC'}, X={'Akt'}",7,8,100,49,51,0.49,49,0
sachs.bif,11,0.15,20,10,"Y={'PKC'}, X={'Akt', 'Raf', 'Mek'}; Y={'Raf'}, X={'Mek', 'Jnk'}",4,10,100,39,61,0.39,39,0
sachs.bif,11,0.15,21,9,"Y={'Erk'}, X={'P38', 'Raf'}; Y={'Erk'}, X={'Raf', 'PKA'}; Y={'Mek'}, X={'P38', 'Raf'}",5,9,100,38,62,0.38,38,0
sachs.bif,11,0.15,22,8,"Y={'P38'}, X={'Mek'}; Y={'Jnk'}, X={'PKC', 'Akt'}",5,8,100,55,45,0.55,55,0
sachs.bif,11,0.15,23,9,"Y={'P38'}, X={'Akt', 'Jnk'}",3,6,100,55,45,0.55,55,0
sachs.bif,11,0.15,24,8,"Y={'Akt'}, X={'PIP3', 'Mek'}; Y={'Mek'}, X={'PKC', 'Akt', 'PIP2', 'Raf'}",6,7,100,34,66,0.34,34,0
sachs.bif,11,0.15,25,9,"Y={'PKC'}, X={'Akt', 'Erk', 'PKA'}; Y={'Erk'}, X={'Raf', 'Jnk', 'PIP2'}",5,9,100,50,50,0.5,50,0
sachs.bif,11,0.15,26,9,"Y={'Erk'}, X={'P38'}",8,8,100,43,57,0.43,43,0
sachs.bif,11,0.15,27,7,"Y={'Erk'}, X={'P38'}; Y={'Raf'}, X={'Akt', 'P38', 'Jnk'}",7,7,100,45,55,0.45,45,0
sachs.bif,11,0.15,28,7,"Y={'Mek'}, X={'P38', 'PIP3', 'Jnk'}; Y={'Jnk'}, X={'Akt', 'P38'}",6,6,100,59,41,0.59,59,0
sachs.bif,11,0.15,29,8,"Y={'Jnk'}, X={'Plcg', 'P38', 'PIP3'}; Y={'PKC'}, X={'Akt', 'Mek', 'Jnk'}",5,7,100,46,54,0.46,46,0
sachs.bif,11,0.15,30,11,"Y={'PKC'}, X={'Erk'}",3,11,100,44,56,0.44,44,0
sachs.bif,11,0.15,31,3,"Y={'Akt'}, X={'Raf', 'Jnk', 'Mek'}; Y={'P38'}, X={'Jnk'}",2,2,100,53,47,0.53,53,0
sachs.bif,11,0.15,32,11,"Y={'Raf'}, X={'Akt', 'PIP3', 'Jnk'}; Y={'Erk'}, X={'P38', 'PIP2'}; Y={'Raf'}, X={'PKA', 'Jnk'}",6,11,100,33,67,0.33,33,0
sachs.bif,11,0.15,33,8,"Y={'Jnk'}, X={'Akt', 'Raf'}",6,7,100,63,37,0.63,63,0
sachs.bif,11,0.15,34,8,"Y={'Jnk'}, X={'Akt', 'P38'}",4,8,100,68,32,0.68,68,0
sachs.bif,11,0.15,35,6,"Y={'Akt'}, X={'PIP3', 'Mek'}; Y={'Akt'}, X={'P38', 'Erk', 'Mek'}",5,5,100,65,35,0.65,65,0
sachs.bif,11,0.15,36,11,"Y={'Jnk'}, X={'Akt', 'Raf'}",7,11,100,39,61,0.39,39,0
sachs.bif,11,0.15,37,8,"Y={'Akt'}, X={'Raf'}; Y={'Akt'}, X={'PIP2', 'Jnk'}",6,8,100,51,49,0.51,51,0
sachs.bif,11,0.15,38,4,"Y={'PKC'}, X={'Plcg', 'Erk'}; Y={'Raf'}, X={'Akt'}",3,4,100,55,45,0.55,55,0
sachs.bif,11,0.15,39,6,"Y={'Mek'}, X={'Akt'}; Y={'P38'}, X={'Erk', 'PKA'}",6,6,100,56,44,0.56,56,0
sachs.bif,11,0.15,40,9,"Y={'Mek'}, X={'Plcg', 'PIP3', 'Jnk'}; Y={'Mek'}, X={'Jnk'}; Y={'Erk'}, X={'Raf', 'PKA'}",5,9,100,71,29,0.71,71,0
sachs.bif,11,0.15,41,8,"Y={'Raf'}, X={'Plcg', 'Akt', 'Jnk'}",4,7,100,39,61,0.39,39,0
sachs.bif,11,0.15,42,11,"Y={'Mek'}, X={'PKC', 'Akt'}; Y={'Erk'}, X={'P38', 'Raf', 'PIP2'}",6,11,100,45,55,0.45,45,0
sachs.bif,11,0.15,43,8,"Y={'Akt'}, X={'PIP3', 'Raf', 'PIP2'}; Y={'Mek'}, X={'P38'}",7,7,100,44,56,0.44,44,0
sachs.bif,11,0.15,44,5,"Y={'Raf'}, X={'P38', 'PIP3', 'Mek'}; Y={'P38'}, X={'Erk', 'Raf', 'PIP2'}",3,5,100,60,40,0.6,60,0
sachs.bif,11,0.15,45,7,"Y={'PKC'}, X={'P38', 'Erk', 'PIP2'}; Y={'PKC'}, X={'Raf', 'Erk', 'Mek'}; Y={'P38'}, X={'Plcg', 'Jnk'}",2,5,100,55,45,0.55,54,1
sachs.bif,11,0.15,46,8,"Y={'Akt'}, X={'PKC'}; Y={'Jnk'}, X={'PIP3', 'Raf', 'Mek'}; Y={'Mek'}, X={'PKC', 'Raf', 'Jnk'}",7,8,100,43,57,0.43,43,0
sachs.bif,11,0.15,47,6,"Y={'Raf'}, X={'P38', 'PKA', 'Jnk'}; Y={'Mek'}, X={'Akt'}; Y={'Akt'}, X={'PKC', 'Plcg', 'PIP3', 'Erk'}",5,6,100,69,31,0.69,69,0
sachs.bif,11,0.15,48,9,"Y={'Mek'}, X={'Akt', 'Raf'}; Y={'Jnk'}, X={'Plcg', 'P38', 'PIP3'}; Y={'Akt'}, X={'Erk', 'Jnk'}",8,9,100,57,43,0.57,57,0
sachs.bif,11,0.15,49,8,"Y={'P38'}, X={'Raf', 'Jnk'}; Y={'Raf'}, X={'Erk'}",5,8,100,39,61,0.39,39,0
sachs.bif,11,0.25,0,12,"Y={'P38'}, X={'PKC', 'Plcg', 'Erk'}; Y={'Akt'}, X={'PKC', 'Raf'}",7,12,100,38,62,0.38,38,0
sachs.bif,11,0.25,1,10,"Y={'P38'}, X={'Erk'}; Y={'Jnk'}, X={'PKC', 'P38'}",7,10,100,46,54,0.46,46,0
sachs.bif,11,0.25,2,17,"Y={'Erk'}, X={'PKC'}",7,17,100,42,58,0.42,42,0
sachs.bif,11,0.25,3,8,"Y={'P38'}, X={'Jnk'}",0,0,100,100,0,1.0,43,57
sachs.bif,11,0.25,4,15,"Y={'P38'}, X={'Erk', 'Mek'}; Y={'P38'}, X={'Raf', 'Mek'}",7,15,100,33,67,0.33,33,0
sachs.bif,11,0.25,5,14,"Y={'Raf'}, X={'Plcg', 'P38', 'Mek'}; Y={'Mek'}, X={'Akt'}",7,14,100,39,61,0.39,39,0
sachs.bif,11,0.25,6,13,"Y={'Jnk'}, X={'P38'}; Y={'Raf'}, X={'Erk', 'Mek'}",9,13,100,29,71,0.29,29,0
sachs.bif,11,0.25,7,10,"Y={'Mek'}, X={'Akt', 'PIP3'}",6,10,100,38,62,0.38,38,0
sachs.bif,11,0.25,8,11,"Y={'Erk'}, X={'PKC', 'Akt', 'Raf'}",6,11,100,37,63,0.37,37,0
sachs.bif,11,0.25,9,17,"Y={'Raf'}, X={'Plcg', 'PIP3', 'Erk'}",11,17,100,33,67,0.33,33,0
sachs.bif,11,0.25,10,17,"Y={'P38'}, X={'Jnk'}; Y={'PKC'}, X={'Erk'}; Y={'Raf'}, X={'PKA', 'Erk', 'Jnk'}",11,17,100,35,65,0.35,35,0
sachs.bif,11,0.25,11,14,"Y={'Akt'}, X={'P38', 'Mek'}",11,14,100,25,75,0.25,25,0
sachs.bif,11,0.25,12,18,"Y={'Raf'}, X={'Plcg', 'Akt', 'Jnk'}; Y={'Akt'}, X={'Raf', 'PKA'}",15,18,100,33,67,0.33,33,0
sachs.bif,11,0.25,13,11,"Y={'Raf'}, X={'Jnk'}",6,10,100,50,50,0.5,50,0
sachs.bif,11,0.25,14,12,"Y={'P38'}, X={'Raf', 'PKA', 'Mek'}; Y={'P38'}, X={'Raf', 'Erk'}",5,12,100,49,51,0.49,49,0
sachs.bif,11,0.25,15,18,"Y={'Erk'}, X={'PKC', 'PKA', 'PIP2'}; Y={'Erk'}, X={'Akt', 'Jnk'}; Y={'PKC'}, X={'Plcg', 'P38', 'Erk'}",13,18,100,31,69,0.31,31,0
sachs.bif,11,0.25,16,19,"Y={'Raf'}, X={'P38'}; Y={'Raf'}, X={'Akt', 'Erk'}; Y={'Raf'}, X={'Akt', 'P38', 'PIP2'}; Y={'Mek'}, X={'P38'}",14,19,100,35,65,0.35,35,0
sachs.bif,11,0.25,17,12,"Y={'Raf'}, X={'Akt', 'P38'}",7,12,100,34,66,0.34,34,0
sachs.bif,11,0.25,18,13,"Y={'PKC'}, X={'Akt', 'P38', 'Erk'}; Y={'Akt'}, X={'Plcg', 'P38', 'PIP2', 'Mek'}",10,13,100,22,78,0.22,22,0
sachs.bif,11,0.25,19,13,"Y={'Raf'}, X={'PKC', 'P38'}; Y={'PKC'}, X={'PKA', 'Erk', 'Mek', 'Jnk'}",8,13,100,38,62,0.38,38,0
sachs.bif,11,0.25,20,11,"Y={'P38'}, X={'Erk', 'PKA'}",2,11,100,41,59,0.41,41,0
sachs.bif,11,0.25,21,13,"Y={'P38'}, X={'Akt', 'Raf'}; Y={'PKC'}, X={'Plcg', 'Akt', 'PIP3', 'Raf'}",7,13,100,41,59,0.41,41,0
